x_axis k1_alu_fte k1_alu_ste k1_lu90_fte k1_lu90_ste k1_mlu_fte k1_mlu_ste k1_stretch_fte k1_stretch_ste k4_alu_fte k4_alu_ste k4_lu90_fte k4_lu90_ste k4_mlu_fte k4_mlu_ste k4_stretch_fte k4_stretch_ste 
31 0.284879 0.236409 0.567448 0.55612 0.630736 0.682826 5.506605 5.561475 0.284862 0.241829 0.567384 0.585225 0.630754 0.646876 5.506437 5.5974 
32 0.285054 0.236555 0.568588 0.55652 0.631528 0.684419 5.507706 5.563329 0.285049 0.242129 0.568564 0.586096 0.631528 0.647474 5.507619 5.598834 
33 0.285274 0.236638 0.569025 0.557192 0.632215 0.686195 5.50848 5.565315 0.285245 0.242236 0.569067 0.58681 0.632076 0.648658 5.508252 5.600271 
34 0.285412 0.23671 0.569655 0.557821 0.633005 0.687567 5.509386 5.566923 0.285412 0.242362 0.569655 0.58749 0.633005 0.649431 5.509263 5.601951 
35 0.285576 0.236806 0.570179 0.558376 0.633811 0.688328 5.510247 5.568933 0.285574 0.242491 0.570141 0.588153 0.633811 0.650136 5.510115 5.602956 
36 0.285749 0.236887 0.570796 0.55885 0.634653 0.689689 5.511636 5.570946 0.285746 0.242603 0.57078 0.589069 0.634653 0.650702 5.511459 5.603937 
37 0.285921 0.237044 0.571444 0.559434 0.635118 0.690747 5.512377 5.573304 0.285922 0.242788 0.571459 0.589906 0.635136 0.651466 5.512311 5.605833 
38 0.286093 0.237246 0.57226 0.559859 0.635872 0.691568 5.513679 5.574534 0.286092 0.243006 0.572312 0.590667 0.635876 0.652305 5.513151 5.607876 
39 0.286244 0.237349 0.572876 0.560335 0.636774 0.692801 5.514732 5.576187 0.286226 0.243145 0.572876 0.59166 0.636682 0.653351 5.514537 5.609733 
40 0.286378 0.237463 0.573905 0.560822 0.637488 0.693962 5.515347 5.577741 0.28634 0.243247 0.573905 0.592277 0.637367 0.654148 5.515311 5.610891 
41 0.286542 0.237621 0.574696 0.561511 0.638132 0.695182 5.516406 5.579316 0.286537 0.243383 0.574696 0.592975 0.638125 0.65527 5.516406 5.612178 
42 0.286681 0.237748 0.575361 0.562055 0.638825 0.696156 5.517372 5.581347 0.286681 0.243515 0.575361 0.593948 0.638794 0.656048 5.517522 5.613402 
43 0.286913 0.237839 0.575882 0.562528 0.639453 0.697407 5.518428 5.58381 0.286868 0.243682 0.575904 0.595352 0.639385 0.656952 5.518428 5.614965 
44 0.287095 0.237962 0.576617 0.563033 0.640125 0.698753 5.519601 5.586483 0.287078 0.243846 0.576617 0.596143 0.640107 0.657757 5.519595 5.616012 
45 0.287361 0.238042 0.577378 0.563536 0.640798 0.700238 5.520357 5.588703 0.287294 0.243984 0.577378 0.597121 0.640798 0.658604 5.520117 5.618001 
46 0.287662 0.238158 0.578189 0.563845 0.641647 0.701158 5.52144 5.590842 0.287629 0.244153 0.578189 0.598156 0.641674 0.65957 5.521224 5.619768 
47 0.287876 0.23825 0.578861 0.564484 0.64225 0.702144 5.522307 5.592777 0.287876 0.244285 0.578861 0.599309 0.642303 0.660346 5.52225 5.620938 
48 0.288132 0.238377 0.579885 0.565023 0.643022 0.702835 5.523129 5.595483 0.288132 0.244394 0.579885 0.600024 0.643046 0.660963 5.523084 5.622912 
49 0.288217 0.238452 0.581233 0.565531 0.643687 0.704295 5.524449 5.597352 0.288217 0.244615 0.580898 0.600748 0.643934 0.662287 5.524155 5.623749 
50 0.288485 0.238528 0.582209 0.565988 0.645128 0.705597 5.525799 5.600115 0.288485 0.244768 0.582105 0.601643 0.645268 0.663182 5.525391 5.624817 
51 0.288722 0.238666 0.582915 0.566639 0.645601 0.706561 5.526624 5.603067 0.288736 0.244869 0.582885 0.602026 0.645615 0.663967 5.526231 5.626062 
52 0.289039 0.238783 0.583785 0.567112 0.646283 0.70789 5.527884 5.605827 0.289039 0.245032 0.583696 0.602835 0.646295 0.66441 5.527647 5.627439 
53 0.289204 0.238998 0.584553 0.567562 0.646845 0.709881 5.52906 5.607708 0.289204 0.245246 0.584363 0.603852 0.647002 0.665105 5.528805 5.628969 
54 0.289437 0.239087 0.585086 0.567966 0.647537 0.711433 5.530041 5.609172 0.289401 0.245363 0.58491 0.604457 0.647538 0.66602 5.529717 5.630595 
55 0.28966 0.239215 0.58597 0.568481 0.648293 0.713075 5.53098 5.611155 0.28962 0.245483 0.585816 0.605383 0.648305 0.666978 5.530605 5.631855 
56 0.289865 0.239344 0.586862 0.56919 0.648881 0.714587 5.532339 5.612826 0.289808 0.245707 0.586844 0.606184 0.649012 0.667884 5.531481 5.633376 
57 0.29007 0.239427 0.587705 0.569683 0.649816 0.715662 5.533587 5.615049 0.290084 0.245956 0.587389 0.607858 0.649827 0.668825 5.532966 5.634222 
58 0.2904 0.239622 0.588451 0.570324 0.650578 0.716693 5.534733 5.617239 0.2904 0.246094 0.588312 0.608635 0.650594 0.669866 5.534007 5.634609 
59 0.290733 0.239754 0.589316 0.570671 0.651317 0.718255 5.535852 5.619909 0.290716 0.246257 0.589185 0.609617 0.651334 0.670587 5.535399 5.636931 
60 0.291014 0.23987 0.590293 0.571282 0.652137 0.719782 5.537163 5.623257 0.291013 0.246495 0.590076 0.611009 0.652326 0.671469 5.536722 5.63898 
61 0.291238 0.239958 0.590897 0.571889 0.653251 0.721114 5.538519 5.625729 0.291238 0.246636 0.590584 0.612947 0.653251 0.67235 5.537718 5.640528 
62 0.291535 0.240078 0.591977 0.572362 0.653737 0.723033 5.540061 5.628195 0.291462 0.246844 0.591482 0.613877 0.653737 0.673457 5.539146 5.641896 
63 0.291753 0.240199 0.59306 0.57284 0.654578 0.725266 5.541444 5.630196 0.291688 0.247007 0.592638 0.614916 0.654578 0.674362 5.540829 5.643753 
64 0.292215 0.240326 0.593789 0.573219 0.65574 0.726295 5.543214 5.633265 0.292129 0.247244 0.593558 0.615714 0.65574 0.675147 5.542395 5.644629 
65 0.292498 0.240406 0.594944 0.573624 0.656295 0.727211 5.544261 5.636604 0.292451 0.247478 0.594614 0.616721 0.656515 0.675882 5.543625 5.646252 
66 0.292768 0.240562 0.595609 0.574182 0.65719 0.729695 5.545509 5.639802 0.292736 0.247825 0.595563 0.617764 0.657197 0.676793 5.544813 5.647842 
67 0.293053 0.240647 0.596381 0.57471 0.658215 0.73138 5.546721 5.641986 0.292925 0.248036 0.596186 0.619057 0.658236 0.677624 5.54616 5.649204 
68 0.293313 0.240788 0.597275 0.575239 0.659117 0.732659 5.547918 5.644368 0.293276 0.248288 0.597038 0.620325 0.6592 0.678995 5.547051 5.651052 
69 0.293773 0.240964 0.598247 0.575977 0.66001 0.735026 5.549283 5.646843 0.293717 0.248475 0.597978 0.621586 0.660032 0.680104 5.548509 5.652339 
70 0.294102 0.241057 0.59936 0.576642 0.660686 0.736705 5.550903 5.648487 0.294102 0.248735 0.599267 0.62247 0.660947 0.681516 5.549784 5.653368 
71 0.294533 0.241145 0.600843 0.577344 0.661929 0.739122 5.552241 5.651673 0.294506 0.249081 0.600504 0.623913 0.662045 0.682477 5.551323 5.654721 
72 0.295018 0.24129 0.602143 0.577916 0.662664 0.741057 5.55354 5.654871 0.294886 0.249408 0.601865 0.625288 0.662691 0.68369 5.552925 5.657241 
73 0.295498 0.241454 0.603005 0.578458 0.663471 0.742739 5.555058 5.658897 0.295451 0.249824 0.602827 0.626396 0.66355 0.684871 5.554065 5.658993 
74 0.295881 0.241646 0.604262 0.579249 0.664763 0.745803 5.556675 5.662752 0.295832 0.25051 0.604154 0.628204 0.664877 0.686248 5.555727 5.660091 
75 0.296342 0.241848 0.605165 0.580369 0.666176 0.74921 5.558145 5.665398 0.296298 0.251123 0.605052 0.630119 0.666247 0.687941 5.557296 5.661927 
76 0.296818 0.242021 0.60641 0.580913 0.667373 0.752182 5.559876 5.669979 0.296713 0.251668 0.606047 0.632526 0.667512 0.689397 5.55924 5.663355 
77 0.297592 0.242223 0.607618 0.581743 0.668327 0.755352 5.562438 5.674548 0.297384 0.252097 0.607598 0.633366 0.668491 0.691572 5.561949 5.664519 
78 0.298178 0.242524 0.609882 0.582478 0.669122 0.758501 5.563749 5.679144 0.298252 0.252727 0.609622 0.635274 0.669275 0.693761 5.563311 5.666094 
79 0.298485 0.242722 0.61146 0.583462 0.670264 0.760824 5.566236 5.684277 0.298497 0.25325 0.611301 0.636913 0.670346 0.695667 5.565333 5.667507 
80 0.29892 0.243052 0.612494 0.584133 0.671302 0.76459 5.568462 5.690535 0.298882 0.253659 0.612454 0.639277 0.67133 0.696861 5.56713 5.669094 
81 0.299286 0.243324 0.614197 0.585084 0.672056 0.768732 5.569827 5.693538 0.299317 0.254096 0.613806 0.640538 0.672161 0.699047 5.568711 5.670756 
82 0.299986 0.243721 0.616329 0.585816 0.673184 0.773962 5.571771 5.700399 0.300023 0.254632 0.616169 0.642292 0.673401 0.701618 5.571426 5.673138 
83 0.300457 0.244305 0.617543 0.586473 0.67395 0.779648 5.573721 5.705838 0.300498 0.255287 0.617212 0.643894 0.674048 0.704129 5.573547 5.67507 
84 0.301013 0.244745 0.618957 0.587605 0.675328 0.791011 5.575341 5.712969 0.301084 0.256201 0.618807 0.64583 0.675552 0.705968 5.575176 5.677368 
85 0.301439 0.245171 0.621393 0.589 0.676184 0.799599 5.577675 5.71779 0.301439 0.257294 0.620999 0.648082 0.676242 0.710489 5.577648 5.679126 
86 0.301871 0.245709 0.622692 0.590164 0.677292 0.808441 5.579949 5.728422 0.301878 0.258163 0.622446 0.649365 0.677661 0.714669 5.579766 5.680596 
87 0.302632 0.246171 0.623594 0.591247 0.678102 0.820113 5.582151 5.736999 0.302547 0.259174 0.623054 0.651733 0.678384 0.718729 5.581986 5.683422 
88 0.303126 0.246811 0.625426 0.592175 0.680382 0.831044 5.584431 5.744637 0.303126 0.260967 0.625197 0.653905 0.680982 0.723454 5.584383 5.686014 
89 0.303693 0.247639 0.626992 0.593667 0.682412 0.843889 5.587359 5.773611 0.303728 0.263281 0.626349 0.65687 0.68255 0.72908 5.587095 5.68881 
90 0.304197 0.249114 0.629497 0.595069 0.683877 0.862782 5.590836 5.794473 0.304213 0.266266 0.629417 0.659984 0.684075 0.738067 5.590836 5.693064 
91 0.305141 0.25048 0.631349 0.596436 0.685902 0.897477 5.594481 5.840244 0.305141 0.271903 0.631187 0.662852 0.685942 0.746221 5.594481 5.696898 
92 0.305478 0.252075 0.633814 0.598275 0.688428 1.383716 5.598246 5.940975 0.305441 0.280653 0.633811 0.665147 0.688954 0.898556 5.598747 5.70072 
93 0.30607 0.253499 0.636886 0.601151 0.69104 1.652485 5.603388 5.966376 0.30607 0.284075 0.63623 0.668914 0.691328 1.031689 5.60376 5.706255 
94 0.306601 0.255172 0.639168 0.60416 0.696323 1.692958 5.607162 5.984211 0.30652 0.285518 0.638479 0.674426 0.696705 1.051448 5.607402 5.710824 
95 0.30719 0.256285 0.6413 0.606105 0.700114 1.739285 5.613768 6.000867 0.307145 0.286896 0.641052 0.678273 0.701005 1.059366 5.614053 5.715288 
96 0.308135 0.257763 0.64413 0.609302 0.704648 1.78779 5.620245 6.030159 0.308135 0.288147 0.643271 0.682772 0.705077 1.084301 5.620809 5.72502 
97 0.309439 0.258579 0.649736 0.614852 0.711181 1.835903 5.628654 6.051789 0.309443 0.289041 0.649044 0.68906 0.711824 1.099577 5.630895 5.732121 
98 0.310827 0.25948 0.653937 0.620259 0.723173 1.881938 5.639823 6.071724 0.310872 0.289961 0.653835 0.697378 0.724816 1.115242 5.639823 5.742435 
99 0.312331 0.261054 0.659584 0.629202 0.737728 1.941122 5.656179 6.095958 0.312532 0.291328 0.659584 0.704099 0.75142 1.129804 5.656179 5.754561 
100 0.367185 0.265536 0.764901 0.660005 6.4 2.073843 5.942178 6.155034 0.367185 0.297925 0.764901 0.723384 6.4 1.19128 5.942178 5.852028 
