x_axis k1_alu_fte k1_alu_ste k1_lu90_fte k1_lu90_ste k1_mlu_fte k1_mlu_ste k1_stretch_fte k1_stretch_ste k4_alu_fte k4_alu_ste k4_lu90_fte k4_lu90_ste k4_mlu_fte k4_mlu_ste k4_stretch_fte k4_stretch_ste 
21 0.283156 0.235215 0.5568 0.546711 0.618125 0.666939 5.468043 5.528121 0.283304 0.238822 0.557601 0.571075 0.618125 0.636476 5.468082 5.578329 
22 0.283368 0.235456 0.557917 0.5475 0.618945 0.669218 5.468385 5.529651 0.283454 0.239109 0.558 0.572571 0.618945 0.637231 5.468466 5.579289 
23 0.283479 0.235597 0.558158 0.548276 0.619414 0.669905 5.46876 5.531277 0.2835 0.239593 0.558462 0.573077 0.619414 0.63822 5.469573 5.582808 
24 0.28358 0.235678 0.558592 0.548611 0.621833 0.671281 5.469765 5.534889 0.283601 0.239923 0.558788 0.573667 0.621833 0.640069 5.470074 5.58486 
25 0.28362 0.235703 0.559286 0.549342 0.622166 0.673603 5.471307 5.536641 0.283649 0.240123 0.559778 0.574063 0.622166 0.641393 5.471307 5.586828 
26 0.283653 0.235732 0.559778 0.549487 0.622583 0.674737 5.472012 5.537232 0.283654 0.240156 0.56 0.574667 0.622583 0.641703 5.472012 5.588769 
27 0.28382 0.235791 0.56 0.55 0.623292 0.675486 5.474268 5.53827 0.283865 0.240226 0.560435 0.575 0.623672 0.643157 5.47401 5.590023 
28 0.284042 0.235884 0.560526 0.550541 0.624102 0.675893 5.475852 5.541456 0.284047 0.240588 0.561429 0.575556 0.624102 0.643887 5.475609 5.591865 
29 0.284256 0.236117 0.561429 0.551389 0.624492 0.676784 5.478615 5.542716 0.284262 0.240836 0.562368 0.577647 0.624219 0.644585 5.47788 5.593377 
30 0.284419 0.236195 0.5625 0.552182 0.625293 0.677626 5.479884 5.544378 0.284801 0.240963 0.563333 0.578286 0.625195 0.645114 5.479611 5.594451 
31 0.284918 0.236447 0.563438 0.5525 0.627109 0.678764 5.480511 5.546433 0.285025 0.241373 0.563805 0.578846 0.625539 0.646148 5.480499 5.596872 
32 0.285104 0.236603 0.564 0.552857 0.627787 0.680868 5.480778 5.547993 0.285181 0.241561 0.564516 0.579032 0.627109 0.646561 5.480694 5.597979 
33 0.285256 0.23669 0.56453 0.553429 0.628945 0.682334 5.481174 5.550003 0.285378 0.241667 0.564737 0.580769 0.627787 0.646848 5.480997 5.598876 
34 0.285378 0.236712 0.565238 0.55375 0.62918 0.683655 5.482278 5.550735 0.285485 0.241871 0.565385 0.581364 0.628945 0.647077 5.482278 5.599305 
35 0.285506 0.236731 0.565816 0.553793 0.629382 0.684385 5.483466 5.553492 0.285644 0.242062 0.566 0.582727 0.629341 0.648464 5.483466 5.599632 
36 0.285644 0.236834 0.566667 0.555 0.631016 0.685135 5.484525 5.556168 0.285707 0.242377 0.566667 0.583125 0.631016 0.649164 5.484525 5.60175 
37 0.285742 0.236923 0.567361 0.555455 0.631228 0.685804 5.486859 5.557035 0.285756 0.242432 0.567361 0.583571 0.631228 0.649488 5.486859 5.603829 
38 0.285757 0.236955 0.569286 0.5565 0.631552 0.687697 5.487339 5.559195 0.285882 0.242683 0.569565 0.584091 0.631552 0.650458 5.487339 5.605443 
39 0.285903 0.237138 0.5712 0.55697 0.631992 0.688134 5.488077 5.561247 0.285949 0.242752 0.571739 0.584742 0.631992 0.650727 5.488077 5.605974 
40 0.28606 0.237207 0.572308 0.557222 0.633123 0.689381 5.489568 5.563875 0.286073 0.242837 0.572308 0.585455 0.633123 0.652236 5.489568 5.607096 
41 0.286137 0.237344 0.572619 0.557692 0.633559 0.690546 5.490747 5.565786 0.28621 0.242925 0.5732 0.586522 0.633559 0.653152 5.490924 5.609052 
42 0.286249 0.237412 0.574 0.558333 0.634297 0.69196 5.490924 5.567268 0.286336 0.243003 0.574286 0.586657 0.634297 0.653421 5.491773 5.61042 
43 0.286468 0.237478 0.576087 0.559118 0.634961 0.69375 5.492214 5.568609 0.286515 0.24308 0.576087 0.5875 0.634961 0.654514 5.493027 5.611299 
44 0.286627 0.237552 0.576984 0.559779 0.635672 0.694368 5.493027 5.570391 0.286694 0.243212 0.577037 0.588182 0.635672 0.655469 5.494359 5.614404 
45 0.286882 0.237639 0.577298 0.56 0.638023 0.696791 5.494359 5.571366 0.287276 0.243238 0.5775 0.588462 0.638023 0.6559 5.49501 5.615958 
46 0.28729 0.237699 0.578 0.56 0.638573 0.698383 5.495076 5.576052 0.287325 0.243257 0.578205 0.58963 0.638573 0.657193 5.495103 5.616972 
47 0.287367 0.237922 0.579 0.560556 0.638867 0.699226 5.495586 5.577738 0.287675 0.243507 0.579 0.590671 0.638867 0.65889 5.495829 5.617092 
48 0.287856 0.238148 0.579348 0.560714 0.639257 0.701786 5.496924 5.582574 0.287856 0.243616 0.579333 0.591151 0.639257 0.659372 5.496948 5.618364 
49 0.288118 0.238295 0.579706 0.561176 0.640703 0.702366 5.499225 5.58459 0.287887 0.243762 0.5795 0.591966 0.640703 0.659815 5.49933 5.619276 
50 0.288226 0.238459 0.580286 0.562162 0.642031 0.703925 5.500191 5.585142 0.288118 0.243891 0.579839 0.592727 0.642031 0.660447 5.500737 5.621106 
51 0.288563 0.238542 0.5808 0.562683 0.643216 0.704376 5.500737 5.585631 0.288216 0.243918 0.580286 0.593816 0.643216 0.661092 5.50173 5.622864 
52 0.288969 0.23872 0.581611 0.563158 0.644061 0.705205 5.502537 5.587614 0.288563 0.244086 0.580909 0.595 0.644061 0.661542 5.503017 5.625231 
53 0.289119 0.238879 0.582273 0.563333 0.644844 0.707207 5.503065 5.593188 0.288969 0.244147 0.582 0.596487 0.644844 0.662597 5.50326 5.626524 
54 0.289364 0.239049 0.582727 0.563415 0.645998 0.707571 5.504214 5.596095 0.289247 0.244377 0.582727 0.597472 0.645998 0.66466 5.504568 5.627538 
55 0.289495 0.239298 0.584242 0.564224 0.646445 0.708469 5.504907 5.598321 0.289466 0.244519 0.583333 0.598077 0.646445 0.665867 5.505042 5.62887 
56 0.289778 0.239332 0.585417 0.565122 0.647109 0.709937 5.505057 5.600226 0.289778 0.244921 0.584286 0.59869 0.647109 0.666466 5.507739 5.629368 
57 0.290056 0.239405 0.585667 0.566154 0.647383 0.711161 5.507031 5.601765 0.290056 0.245033 0.585417 0.59997 0.647383 0.667996 5.508744 5.63076 
58 0.290396 0.239462 0.586337 0.566615 0.649336 0.712145 5.508543 5.603316 0.290462 0.245371 0.586184 0.600151 0.649336 0.66834 5.509206 5.631531 
59 0.290527 0.239542 0.586667 0.566996 0.649458 0.713249 5.508819 5.604645 0.29056 0.245393 0.586667 0.602222 0.649458 0.669171 5.510988 5.633607 
60 0.290583 0.239635 0.587363 0.567273 0.650391 0.714511 5.51064 5.606853 0.290742 0.245543 0.587363 0.6025 0.650391 0.669881 5.511492 5.63439 
61 0.290823 0.239824 0.589 0.567838 0.651094 0.715931 5.51172 5.60937 0.290847 0.24569 0.589 0.603333 0.651094 0.671152 5.514243 5.634915 
62 0.290992 0.239939 0.589706 0.568465 0.651923 0.716795 5.515317 5.610435 0.291202 0.245858 0.589819 0.604167 0.651923 0.671582 5.51664 5.636757 
63 0.291282 0.240068 0.590385 0.569211 0.652437 0.718127 5.516733 5.612376 0.291397 0.246134 0.590526 0.605938 0.652437 0.672012 5.517054 5.638734 
64 0.291681 0.24019 0.59155 0.569643 0.653789 0.719612 5.518611 5.615313 0.291731 0.246238 0.591667 0.6065 0.653789 0.673173 5.519439 5.639115 
65 0.291786 0.240367 0.591786 0.57 0.654182 0.721451 5.51985 5.618664 0.291994 0.246378 0.592388 0.609119 0.654182 0.674503 5.52087 5.641749 
66 0.292029 0.240549 0.593438 0.570244 0.654531 0.722082 5.5209 5.62095 0.292153 0.246706 0.594063 0.61 0.654531 0.675242 5.521113 5.64264 
67 0.292153 0.240556 0.594285 0.570318 0.655195 0.723344 5.521701 5.621511 0.292287 0.246821 0.594285 0.610169 0.655195 0.676354 5.521743 5.642712 
68 0.292784 0.240617 0.596 0.571491 0.657504 0.72571 5.523249 5.625168 0.293052 0.246909 0.596 0.611187 0.657504 0.677156 5.523636 5.643471 
69 0.293658 0.240677 0.597143 0.572703 0.659219 0.726498 5.524659 5.627307 0.293883 0.247145 0.597143 0.612222 0.659219 0.677988 5.524659 5.645295 
70 0.293943 0.240804 0.598333 0.573368 0.66125 0.727992 5.525307 5.627892 0.294091 0.247604 0.598333 0.615357 0.66125 0.679343 5.525757 5.645562 
71 0.294317 0.240904 0.599211 0.574 0.661655 0.732625 5.526045 5.632485 0.294669 0.248047 0.599211 0.618182 0.661655 0.680224 5.526627 5.648106 
72 0.295092 0.241078 0.599474 0.574878 0.661885 0.733655 5.527257 5.634468 0.295092 0.248347 0.599583 0.6191 0.661885 0.683491 5.52945 5.649261 
73 0.295499 0.241148 0.6 0.575 0.663789 0.734088 5.530206 5.638851 0.295307 0.248948 0.60027 0.621471 0.663477 0.683648 5.531271 5.6499 
74 0.295745 0.241324 0.60125 0.575342 0.664373 0.735469 5.532126 5.641815 0.295745 0.249523 0.60125 0.622333 0.664373 0.685297 5.53509 5.650452 
75 0.296586 0.241612 0.603 0.57625 0.664883 0.736607 5.536293 5.644182 0.296586 0.250334 0.603 0.624 0.664883 0.686672 5.536866 5.651568 
76 0.29714 0.24164 0.604286 0.577115 0.665703 0.742114 5.537544 5.651445 0.29714 0.250549 0.604286 0.624848 0.665703 0.687026 5.537877 5.651877 
77 0.298165 0.241771 0.60516 0.577926 0.666602 0.746057 5.538162 5.656428 0.297808 0.2515 0.60516 0.626154 0.666602 0.688177 5.538171 5.652747 
78 0.298226 0.242134 0.606048 0.579231 0.667461 0.751223 5.53956 5.658897 0.298226 0.252327 0.606048 0.626404 0.667461 0.689983 5.53956 5.653545 
79 0.298515 0.242327 0.60625 0.58 0.667734 0.754416 5.541642 5.663853 0.298515 0.25261 0.60625 0.629545 0.667734 0.691488 5.541642 5.654544 
80 0.298925 0.242501 0.608 0.580789 0.668477 0.758044 5.5428 5.672739 0.298954 0.253515 0.608 0.632135 0.668477 0.69278 5.542122 5.65881 
81 0.299009 0.243266 0.608824 0.581429 0.669375 0.763249 5.545119 5.684133 0.299274 0.253788 0.608824 0.632812 0.669375 0.694669 5.544696 5.661627 
82 0.299706 0.243418 0.610156 0.582051 0.67043 0.766877 5.548983 5.689203 0.299706 0.254306 0.610156 0.636153 0.67043 0.696776 5.547696 5.664387 
83 0.300079 0.243811 0.612127 0.582879 0.671406 0.767192 5.552868 5.691633 0.300012 0.254504 0.612127 0.63852 0.671406 0.699011 5.54967 5.666313 
84 0.300155 0.244206 0.6125 0.583333 0.672305 0.774921 5.556792 5.697894 0.300097 0.255492 0.6125 0.641245 0.672305 0.702064 5.552484 5.668269 
85 0.30095 0.244999 0.615455 0.584379 0.673945 0.78265 5.55975 5.704131 0.300862 0.256407 0.615455 0.644021 0.673945 0.703095 5.557245 5.668932 
86 0.301451 0.24539 0.617826 0.585476 0.675 0.790221 5.563182 5.705922 0.301415 0.257702 0.617241 0.646667 0.675 0.707866 5.561544 5.67093 
87 0.302259 0.246351 0.619412 0.586923 0.675234 0.821068 5.566194 5.723907 0.302028 0.258823 0.619141 0.650727 0.675234 0.711709 5.565999 5.672649 
88 0.30255 0.247167 0.62 0.588028 0.676328 0.831073 5.574981 5.732769 0.30255 0.259689 0.619502 0.652317 0.676328 0.721324 5.574981 5.67471 
89 0.303218 0.248525 0.621 0.589706 0.676836 0.837697 5.581377 5.740002 0.303218 0.260797 0.62 0.655469 0.676836 0.733749 5.581377 5.675748 
90 0.303891 0.248933 0.621833 0.590182 0.678664 0.85 5.582496 5.79471 0.303891 0.26458 0.621237 0.65722 0.678664 0.73615 5.582496 5.677755 
91 0.304461 0.250139 0.6232 0.59125 0.68 0.908929 5.585133 5.820966 0.304461 0.272512 0.62232 0.659815 0.68 0.740767 5.585133 5.681235 
92 0.304729 0.251862 0.623793 0.592632 0.684375 1.367857 5.592537 5.931636 0.304729 0.279131 0.6232 0.663333 0.684375 0.872059 5.592537 5.68353 
93 0.305669 0.254156 0.624849 0.59684 0.688594 1.693304 5.598756 5.981751 0.305409 0.285089 0.62418 0.665867 0.688594 1.037605 5.598756 5.685819 
94 0.306404 0.255467 0.629231 0.598333 0.692268 1.729911 5.614407 5.99139 0.305892 0.286295 0.625053 0.66958 0.692268 1.052311 5.614407 5.699148 
95 0.307122 0.257532 0.631535 0.599512 0.700469 1.75 5.631552 6.001596 0.306849 0.287176 0.631535 0.672143 0.700469 1.061555 5.631552 5.707533 
96 0.307827 0.257893 0.636471 0.604123 0.704492 1.800446 5.639703 6.015003 0.307819 0.287726 0.636471 0.679412 0.704492 1.07584 5.639703 5.716965 
97 0.308666 0.259 0.640226 0.607972 0.708398 1.834821 5.645385 6.047217 0.308666 0.287875 0.640226 0.6808 0.708398 1.088235 5.645385 5.727561 
98 0.310623 0.259812 0.644978 0.619252 0.733333 1.861607 5.671203 6.080409 0.310623 0.288569 0.644978 0.685059 0.733333 1.097059 5.671203 5.734197 
99 0.316741 0.261483 0.659565 0.626667 0.834375 1.895536 5.768283 6.114102 0.316741 0.292242 0.659565 0.695 0.834375 1.109244 5.768283 5.758299 
100 0.353133 0.262597 0.733333 0.635662 2.75 1.95625 5.869158 6.140958 0.353133 0.293525 0.733333 0.703165 2.75 1.161345 5.869158 5.792568 
